company,education,experience,industry,jobdescription,jobid,joblocation_address,jobtitle,numberofpositions,payrate,postdate,site_name,skills,uniq_id
Oliva Hair & Skin Clinics,"UG: MBBS - Medicine PG:Other, Post Graduation Not Required",3 - 5 yrs,Medical / Healthcare / Hospitals,"job description   send me jobs like this join the leaders, lead the future..!! career opportunities with ""oliva clinics no 1 skin and hair clinic"" . the fastest evolving medico cosmetic clinic in south india. oliva clinics is looking for a bright mbbs doctors with min three years of experience   for full time job in hyderabad . excellent scope for (experienced mbbs doctors, female) to offering client services, supervise and execute advanced hair & skin cosmetic procedures to be carried out at the clinic. about our clinics a clinic and a team of doctors who understand beauty a medico-aesthetic clinic that focuses on leveraging advances in medicine to make you look more beautiful and youthful. oliva has created an advanced facility that has qualified cosmetic dermatologists & trichologists, skin & hair therapists, and advanced equipment that brings to you the best of what aesthetic medicine has to offer. our medico-aesthetic approach is one of its kind. we bring to you the aesthetics of beauty and the science of medical knowledge as a single unified service under one roof. interested applicants can apply through naukri or by mailing cv to hr@olivaclinic.com for direct contact: call us on +91-9000269345 salary:inr 4,00,000 - 8,00,000 p.a industry: medical / healthcare / hospitals functional area: medical , healthcare , r&d , pharmaceuticals , biotechnology role category:medical professional role:medical officer keyskills skin hair aesthetic mbbs apollo kims yashodha hospitals continental fortis global care gandhi medical officer dmo nims star duty doctor omini sunshine sun shine pgdcc kamineni pgdcd ilamed fam doctor client servicing desired candidate profile mbbs, pgdcc, fam,pgdcd.good communication skills.ability to connect well to clients.will to work full time(day shifts only)desire to work with cosmetic dermatologistswilling to learn cosmetic dermatology.willing to execute advanced hair & skin cosmetic procedures. education- ug: mbbs - medicine pg:other, post graduation not required company profile: oliva hair & skin clinics a brief overview of oliva. * over the last seven years, fastest growing startup, as a retail chain of skin and hair care clinics in india * oliva skin and hair clinic has been ranked amongst the top healthcare providers for dermatology and trichology in a times of india survey this year. india's leading english daily has ranked oliva #1 under trichology and dermatology in hyderabad, while in the bangalore market they have been ranked #2 for dermatology. * dermatologically driven medico cosmetic centers. * largest team of qualified dermats and trichologists compared in organisations of its size. * more than 40% of employees have been with the company for more than 5 years. * employee friendly culture with focus on high growth. * has been invested into by an investment major that specializes in wellness retail and had multiple successful exits, on record. * full-fledged in house support teams, in all aspects of business value chain. * presence of a strong leadership team to lead the various functions of the business and adding more professional strength to it. download ppt photo 1   view contact details",241216000940,Hyderabad,Career Opportunities for MBBS Doctors with Olivaclincs,10.0,"4,00,000 - 8,00,000 P.A",2016-12-24 18:18:53 +0000,www.naukri.com,Medical,98e19a83fa96ceee3616e31c417866a4
Brainsearch Consulting Pvt Ltd hiring for Leading E-commerce & Product Development Company @ Delhincr,"UG: B.Tech/B.E. - Any Specialization, Computers PG:M.Tech - Any Specialization, Computers Doctorate:Ph.D - Advertising/Mass Communication, Computers",4 - 9 yrs,Internet / Ecommerce,"job description   send me jobs like this strong skills in object-oriented design, data structures, algorithm design & complexity analysis. proficiency in c++ and/or java. able to write & understand functional/technical specifications, mentor junior developers. salary:inr 20,00,000 - 35,00,000 p.a. excellent paymaster industry: internet / ecommerce functional area: it software - application programming , maintenance role category:system design/implementation/erp/crm role:system integration technician keyskills design data structures algorithm c++ java designing architecture coaching implementing data compression interface design object - oriented design desired candidate profile exp in building large scalable distributed, asynchronous & stateless architectures. understand the design & architecture of our systems & make technical trade-off decisions at application level. identify, evaluate & suggest mitigation strategies. education- ug: b.tech/b.e. - any specialization, computers pg:m.tech - any specialization, computers doctorate:ph.d - advertising/mass communication, computers company profile: brainsearch consulting pvt ltd leading e-commerce & product development company @ delhincr you support & develop software engineers by providing advice, coaching & mentoring. you identify, evaluate & suggest mitigation strategies for risks during design discussions.you drive discussions to create/improve the product, processes & technology download ppt photo 1   view contact details",120716001383,"Delhi NCR, Bengaluru, Hyderabad",C++ / Java - Senior Server Engineer / Architect @ Delhincr,20.0,"20,00,000 - 35,00,000 P.A. Excellent Paymaster",2016-12-24 18:18:53 +0000,www.naukri.com,IT Software - Application Programming,27a80fd32fbf60aaf6cc050dd0bc58a1
United Capital Club,"UG: Any Graduate - Any Specialization, B.Sc - Any Specialization, B.Com - Commerce, B.A - Any Specialization, B.B.A / B.M.S - Management, B.Tech/B.E. - Any Specialization, BCA - Computers PG:M.Com - Commerce, M.A - Any Specialization, MCA - Computers Doctorate:Doctorate Not Required",0 - 1 yrs,IT-Software / Software Services,"job description   send me jobs like this we are looking for fresher/experienced work on online promotion and earn high income. complete training provided to all active members. if you are interested ring our senior executive mrs poonam 9711613246 (hr) salary:inr 3,75,000 - 4,00,000 p.a industry: it-software / software services functional area: sales , retail , business development role category:retail sales role:sales executive/officer keyskills online promation full time part time freshers sales marketing online work promotion work freelancers online marketing internet marketing internet surfing home based work mass communication desired candidate profile please refer to the job description above education- ug: any graduate - any specialization, b.sc - any specialization, b.com - commerce, b.a - any specialization, b.b.a / b.m.s - management, b.tech/b.e. - any specialization, bca - computers pg:m.com - commerce, m.a - any specialization, mca - computers doctorate:doctorate not required company profile: united capital club united capital club provides individual and group travel to leisure customers worldwide. the services provided by ucc include pre-arranged tours, custom packages according to customers' specifications, requirements & budget. download ppt photo 1   view contact details",270716004111,"Ahmedabad, Mumbai, Kolkata, Bengaluru, Gurgaon, Hyderabad","Spend 2 ,3 hour on Internet as part / full Time/home Based -9711613246",16.0,"3,75,000 - 4,00,000 P.A",2016-12-23 18:18:54 +0000,www.naukri.com,Sales,a28feb8aefa5408b8888cfa0d089b75b
IPMS Placements Private Limited hiring for Our Client Company is a leading auto component manufacturer in India,"UG: Diploma - Mechanical, B.Tech/B.E. - Automobile, Mechanical PG:Post Graduation Not Required Doctorate:Doctorate Not Required",4 - 8 yrs,Automobile / Auto Anciliary / Auto Components,"job description   send me jobs like this ensure timely delivery of new products & productionize new products, comply with apqp/ppap requirements, prepare the relevant drawings for the new product, well exp. with ms projects software application, sap - pp module salary: not disclosed by recruiter industry: automobile / auto anciliary / auto components functional area: production , manufacturing , maintenance role category:production/manufacturing/maintenance role:product development executive keyskills apqp ppap new product development npd desired candidate profile knowledge of product and manufacturing process, engineering drawing (auto-cad) and customer standards, core tools( aiag), die designing, geometrical dimensioning & tolerancing, basics of metallurgy & materials, problem solving & statistical tools and education- ug: diploma - mechanical, b.tech/b.e. - automobile, mechanical pg:post graduation not required doctorate:doctorate not required company profile: ipms placements private limited our client company is a leading auto component manufacturer in india we are one of the leading recruitment consultant in the western region of the country and catering manpower requirements to various national and mnc clients across the country. download ppt photo 1   view contact details",231216003024,"Chennai, Hyderabad, Trichy",Engineer / Senior Engineer - New Product Development,3.0,Not Disclosed by Recruiter,2016-12-23 18:18:54 +0000,www.naukri.com,Production,83041017534212c83d57693f27617b9b
BVR People Consulting,"UG: B.Tech/B.E. - Any Specialization, Chemical PG:M.Pharma - Pharmacy Doctorate:Ph.D - Advertising/Mass Communication",10 - 20 yrs,Pharma / Biotech / Clinical Research,"job description   send me jobs like this educational qualifications & experience required: maters in pharmacy/ chemical engineering / ph.d. with 10+ years experience in process development/ formulations r&d/product development. key responsibilities: process development and execution: exhibit deep expertise of sterile (oncology, hormonal) dosage forms, in the areas of process development, technology transfer and execution. interact with cmos, cros in china for gxp aspects. should be able to guide projects to delivery and have excellent problem solving skills. provide inputs on equipment & process with reference to facilities and equipment at various manufacturing and r&d locations in india and china. formulation development: develop robust and scalable formulations process while ensuring timely product launch. should have good understanding of lyophilization , aseptic processing , oncology, hormonal products process development. analytical chemistry: demonstrate ability to select appropriate methodologies for processing of raw data. exposure to method development and validation procedures with basic understanding of doe/qbd principles. integrated drug development: exhibit ability to drive high quality process improvements and project strategies across multiple stages of drug development process within projects under purview (focus on china geography). leverage organizational and market knowledge for prioritization / optimization of product portfolio for china geography/product group through interventions (e.g. common drug development). regulatory & compliance: possesses knowledge of previous regulatory submissions, interprets regulatory guidelines and related changes to identify and mitigate regulatory risks for products to be transferred. displays ability to anticipate safety related risks & drive proactive implementation of mitigation procedures to ensure she compliance. key behavioral attributes: result orientation: should be able to guide projects to delivery and have excellent problem solving skills. takes ownership of achieving team's objectives in a timely manner and is able to foster a culture of on-time delivery. willingness to travel. operating network: internal: fr&d tech leads, experts, delivery managers, ar&d, project managers/pmo, ra, sourcing, production, msat, qa/qc, ftl, she. external: equipment vendors, api/excipient vendors, cros/cmos, consultants. salary: not disclosed by recruiter industry: pharma / biotech / clinical research functional area: medical , healthcare , r&d , pharmaceuticals , biotechnology role category:r&d role:research scientist keyskills pharma technology transfer process development problem solving desired candidate profile please refer to the job description above education- ug: b.tech/b.e. - any specialization, chemical pg:m.pharma - pharmacy doctorate:ph.d - advertising/mass communication company profile: bvr people consulting global pharma company download ppt photo 1   view contact details",221216002955,Hyderabad,Global Pharma Company is Looking Expert Process Development Injectable,1.0,Not Disclosed by Recruiter,2016-12-22 18:18:54 +0000,www.naukri.com,Medical,9a86fe679298b65f2479f67d5bbad1fe
Oorja Energy Engineering Services,UG: Any Graduate - Any Specialization,3 - 8 yrs,Other,"job description   send me jobs like this - handle cash receipts and cash payment - manage logistics of material supply & delivery - manage stores - manage employee payroll - factory housekeeping - manage employee travel, banking transactions etc. - report to accounts manager & md. salary:inr 1,25,000 - 2,25,000 p.a industry: other functional area: accounts , finance , tax , company secretary , audit role category:accounts role:accounts executive/accountant keyskills cash payment banking desired candidate profile - knowledge on accounting and housekeeping - fluency in english, hindi & telugu - knowledge of ms office, internet & email - clear verbal communication - action oriented & capable of working independently education- ug: any graduate - any specialization company profile: oorja energy engineering services oorja is a cleantech based heating and cooling company based out of cherlapally, hyderabad. it works in innovative technologies and solutions for commercial & industrial sectors. download ppt photo 1   view contact details",221216002574,Hyderabad,Accounts & Admin Assistant,1.0,"1,25,000 - 2,25,000 P.A",2016-12-22 18:18:54 +0000,www.naukri.com,Accounts,a1c3aea130fdbe9c09bc431ec8f62192
Alpine Management Resources hiring for A Leading IT Software Company,UG: Any Graduate - Any Specialization PG:Any Postgraduate Doctorate:Doctorate Not Required,3 - 8 yrs,IT-Software / Software Services,"job description   send me jobs like this requirement: ( 10 number) ls retail technical consultant ls retail functional consultant ls retail techno functional consultant minimum 3+ years experience on ls retail experience of having worked on version 2013 and higher. additional experience of having worked on hand-held integration projects, version upgrades, 3rd party system integration a definite plus. preferably from non-metro locations and interested in working from home. as mentioned, they would majorly be working on development projects for our customers in canada , singapore , oakland (california). though these positions do not have inherent travel need, preferable if they have valid passport. ls retail functional consultant experience of having implemented ls retail latest version. domain experience in supermarkets, hypermarkets, fashion, hospitality. good communication and documentation skills. ability to deliver project end to end on his own ls retail technical consultant experience of development on nav 2013 r2 and above and c/al coding. having worked on upgrade projects will be an added advantage let us know if you require any additional information or clarifications. work location : mumbai / hyderabad / preferably from non-metro locations candidate and interested in working from home salary:inr 6,00,000 - 12,00,000 p.a industry: it-software / software services functional area: it software - application programming , maintenance role category:system design/implementation/erp/crm role:outside technical consultant keyskills ls retail techno functional technical consultant functional consultant cal coding desired candidate profile experience of having worked on version 2013 and higher education- ug: any graduate - any specialization pg:any postgraduate doctorate:doctorate not required company profile: alpine management resources a leading it software company our clinet is located in dubai, united arab emirates and an affiliate company headquartered in mumbai, india. a multi - cultural business and it consulting company offering specialized consulting and technology solutions in the areas of distribution,logistics,margin trade finance and enterprise retail.our operations span across mumbai, pune, bangalore, hyderabad and dubai. we strive in partnering with our clients, globally to conceptualize and realize technology driven business transformation initiatives. download ppt photo 1   view contact details",231216006123,"Mumbai, Hyderabad, Chennai, Bengaluru, Kolkata, Delhi NCR",LS Retail - Functional / Technical / Techno Functional Consultant,10.0,"6,00,000 - 12,00,000 P.A",2016-12-23 18:18:54 +0000,www.naukri.com,IT Software - Application Programming,8ad38902752a4f95d4058abd6ba04332
Exide Life Insurance Company Limited,UG: Any Graduate - Any Specialization,1 - 6 yrs,Insurance,"job description   send me jobs like this position: sales manager - tied agency channel, exide life insurance min graduate with min 6months of experience in sales 30% hike on last salary guaranteed max salary 3.5 lacs required: 10+2+3 or graduates, localites, open to frontline sales job description: - please find job description for the position sales manager -: 1. building agency - identify and recruit potential advisors (ex: house wife, 1. retired person, students, any family members, unemployed etc). 2. driving sales - achieve expected sales target on a consistent basis through own team of advisors. 3. manage team performance and productivity - continuously review performance and improve productivity of the team. 4. leadership - provide leadership and management to the team of advisors. 5. mentoring and training - provide training and monitor developmental needs of advisors in the team, provide feedback on advisors"" performance. 6. involves attending sales calls (outside the office), 30 percent hike on last salary maximum salary upto 3.5 lpa. monthly incentives, abroad trips, gratuity, pf and lots of other benefits. eligibility: the only criteria is candidate genuinely willing to do sales interested candidates may contact for interview dates on the given contact details:  contact person: radhika  (hr) contact no. 9160767848 email:- radhika.c100564@exidelife.in salary:inr 2,25,000 - 3,50,000 p.a. attractive incentives, allowances and bonus and internationals tours industry: insurance functional area: sales , retail , business development role category:corporate sales role:sales/business development manager keyskills sales management team management life insurance agency channel insurance sales tied sales sales business development insurance direct sales institutional sales corporate sales b2b sales b2b marketing business to business sales desired candidate profile please refer to the job description above education- ug: any graduate - any specialization company profile: exide life insurance company limited exide life insurance company limited exide life insurance company limited (formerly ing vysya life insurance company limited) commenced operations in 2001 and is head quartered in bangalore. the company is profitable and serves over 10 lakh customers across india and manages over inr 8000 cores in assets. the company is 100% owned by exide industries limited and is proud to be part of a 100 year old brand heritage in india. exide life insurance, one of the leading life insurance companies in south india, is now growing its franchise in other parts of the country. download ppt photo 1   view contact details",241216000346,"Hyderabad, Anantapur, Guntur, Khammam, Tirupati, Vijayawada, Visakhapatnam",Exide Life Insurance- Sales Manager-tied Agency Channel,20.0,"2,25,000 - 3,50,000 P.A. attractive incentives, allowances and bonus and internationals tours",2016-12-24 18:18:54 +0000,www.naukri.com,Sales,bee25f5ab97e58b11697f587122d3d61
MSRCOSMOS,"UG: B.Tech/B.E. - Computers, Electronics/Telecommunication, B.Sc - Computers, Electronics PG:M.Tech - Computers, Electronics/Telecommunication, MCA - Computers, MS/M.Sc(Science) - Any Specialization, Computers, Post Graduation Not Required",5 - 8 yrs,IT-Software / Software Services,"job description   send me jobs like this 5-7 years of product development experience for large scale systems with high volume and high performance requirements with fundamentals of multi-threading on multi-core systems experience in product development life-cycle and product process oriented agile development environment. must be technically equipped with java, j2ee, spring, hibernate, rest api, javascript, jquery, html. build tools (maven,ant) svn or git experience in databases like sql/mysql is desirable experience of submitting patches/bugs to open source projects with experience in unit, sit,uat scenario's will be a big plus must possess strong written and verbal communication skills to interact with customers / clients on a regular note. must function independently with limited supervision, must act as a team mentor and should be a team player by proactively involving in highly collaborative environment salary:inr 4,00,000 - 8,00,000 p.a industry: it-software / software services functional area: it software - application programming , maintenance role category:programming & design role:software developer keyskills java spring hibernate j2ee javascript html mysql soap rest restful web services maven build ant svn git desired candidate profile interested candidates with relevant skills & experience can share their resume along with the following info to bhavya@msr-it.comcurrent salary:expected salary:notice period:willingness to work in hyderabad:willingness to work in vijayawada: education- ug: b.tech/b.e. - computers, electronics/telecommunication, b.sc - computers, electronics pg:m.tech - computers, electronics/telecommunication, mca - computers, ms/m.sc(science) - any specialization, computers, post graduation not required company profile: msrcosmos msrcosmos is a well-established cmmi svc level-3 offshore development company engaged in offering world class it services to the clients across the globe. being managed and run by the veterans of this industry, the company works as an it partner for many national and international companies offering all sorts services which involves development of cost effective solutions in the field of mobile application, web applications, cloud solutions, analytics, infrastructure management and offshore consulting. msrcosmos always believes in offering an enhanced value to its clients using best in class strategy formulation and implementation which pleases the clients and adds value to overall roi of the company. with its state-of-the-art infrastructure and best of the human capital, company works ethically to offer end to end implementation which involves planning (strategy), architecture, design, execution, testing and delivery. for more info logon to www.msrcosmos.com download ppt photo 1   view contact details",200716006975,"Hyderabad, Vijayawada",Java Team Lead,5.0,"4,00,000 - 8,00,000 P.A",2016-12-23 18:18:55 +0000,www.naukri.com,IT Software - Application Programming,b30ded7781ac472e6a8a0070c798ea5c
Manthan School,UG: Any Graduate - Any Specialization PG:Post Graduation Not Required Doctorate:Doctorate Not Required,2 - 7 yrs,Education / Teaching / Training,"job description   send me jobs like this looking for well qualified and experience primary teachers for next academic year. the subject for which we are looking for are : english, maths & social studies for both campuses. candidate should have teaching exp in subject applied for . salary: not disclosed by recruiter industry: education / teaching / training functional area: teaching , education , training , counselling role category:teachers role:class teacher / classroom coordinator keyskills english teacher maths teacher social studies teacher prt primary subject teacher primary teacher primary maths teacher primary english teacher evs teacher home room teacher mother teacher class teacher desired candidate profile job location : tellapur ( r. c puram bhel ) & madhapur. should have exposer to activity based learning methodology. education- ug: any graduate - any specialization pg:post graduation not required doctorate:doctorate not required company profile: manthan school manthan is a leading international school in hyderabad affiliated with both cie (cambridge) and cbse and runs classes till 12th in both curriculum. download ppt photo 1   view contact details",231216003705,Hyderabad,Subject Teachers - Primary Grade 3-5,6.0,Not Disclosed by Recruiter,2016-12-23 18:18:55 +0000,www.naukri.com,Teaching,042fd64e1a2529475f37d94b604ad8b2
Vesat Management Consultants Pvt. Ltd hiring for A MNC,UG: Any Graduate - Any Specialization PG:Any Postgraduate Doctorate:Doctorate Not Required,10 - 14 yrs,Retail / Wholesale,"job description   send me jobs like this develop talent acquisition strategies & hiring plans / determine current staffing needs / lead employment branding initiatives / plan & conduct recruitment & selection process / supervise recruitment personnel. salary:inr 15,00,000 - 20,00,000 p.a industry: retail / wholesale functional area: hr , recruitment , administration , ir role category:hr/ recruitment / ir role:recruitment manager keyskills recruitment hiring staffing selection process talent acquisition desired candidate profile hands on exp in high volume recruitment / functional / cost analysis / budgeting / vendor development / planning / with good communication & computer skills/ ready to relocate to hyderabad. education- ug: any graduate - any specialization pg:any postgraduate doctorate:doctorate not required company profile: vesat management consultants pvt. ltd a mnc retail download ppt photo 1   view contact details",71116005311,Hyderabad,HEAD - Talent Acquisition -retail Industry- MNC - Hyderabad,1.0,"15,00,000 - 20,00,000 P.A",2016-12-23 18:18:55 +0000,www.naukri.com,HR,2aad96adc8c20ecf70d72d9739508a9e
S2TECH.COM INDIA PVT LTD,UG: B.Tech/B.E. - Any Specialization,4 - 8 yrs,IT-Software / Software Services,"job description   send me jobs like this job description (with desired skills): 5+ years java and j2ee related technologies h1b/cap exempt are preferred. good to have knowledge and hands on web services,xml, xsd,wsdl and soap, pl/sqland spring frame work. good verbal and written communication skills required profile: java developer to design, develop, document and test a web based healthcare system using java/j2ee technologies including but not limited core java, jsp and servlets, struts 1.2/2.0, hibernate, sql, jquery, junit, ant / maven. salary: best in the industry industry: it-software / software services functional area: it software - application programming , maintenance role category:programming & design role:system analyst keyskills jsp servlets hibernate core java spring framework struts j2ee maven junit ant soap ibm integrated bus esb enterprise service bus desired candidate profile experience interpreting interface designexperience using ibm integrated bus (formerly known as websphere message broker) including: web services, mq messaging, xml message transformations, data mapping, integration with ibm wsrr, file transferj2ee framework and design patternsexperience with jsf development, jsf 2.0+javascript, css, html, and jqueryeclipse, ibm rad or similarwebsphere application servers or equalexperience with build and deployment tools like maven, ant/cruise controlexperience using version control systems like ca-scm, svn, or cvsperforming code reviews and automate reviewsexperience with test automation and scripted testing using tools such as seleniumexperience conducting performance profiling and tuningexperience with object-oriented programming (oop)experience with service-oriented architectures (soa)federal interface experience (e.g., federal data services hub and cms related) preferred but not mandatory.ie/hix/public sector experience. education- ug: b.tech/b.e. - any specialization company profile: s2tech.com india pvt ltd s2tech is a fast growing inc. 500, global it services company serving the needs of our clients in different technology areas in diverse industry sectors. founded by an experienced technology professional in 1997, s2tech today has a client base located across the us and an enthusiastic and talented team of technology professionals working on a wide variety of projects. s2tech offers it solutions for clients through a range of services including time and material consulting services, project services and offshore development services.s2tech is now a cmmi ml3 appraised company focussing on the quality of the client deliverables and delighting them. download ppt photo 1   view contact details",91216007879,Hyderabad,Sr. Java Developer - H1B Valid/ Cap Exempt - Onsite Opportunity,4.0,Best in the industry,2017-01-09 18:18:55 +0000,www.naukri.com,IT Software - Application Programming,65c951ce0ea7985873253a91ea5e3186
NGA HR India Pvt Ltd,UG: Any Graduate - Any Specialization,8 - 12 yrs,BPO / Call Centre / ITES,"job description   send me jobs like this job level - t4/t5 , procurement overall job purpose develop and execute category strategy for it & telecom.achieve business savings and value. responsible for it procurement (including hardware, software, services & telco). responsible for contract review, management and negotiation. negotiate the msa, services level agreement along with general terms and conditions. manage it & telecom rfi/p end to end process inclusive of compilation, analysis, stakeholder management, vendor selection and contracting within timescales. work positively with stakeholders at all levels and build relationships on a global basis. manage a range of sourcing projects when necessary. analysis of spend within the category to ensure category decisions are effective and yield savings. effectively manage compliance within the mobile and telecom category. lead the sourcing activity directly and have proven experience delivering savings themselves whilst this is a manager grade reason ability, this role is not managing people directly. sourcing,project management and co-ordination. stakeholder management . salary: as per industry standards industry: bpo / call centre / ites functional area: supply chain , logistics , purchase , materials role category:purchase/material management role:purchase/vendor development manager keyskills sourcing global procurement buyer activities planning category management it procurement contract management contract administration desired candidate profile  we hire the best.....................approximately 8 - 12 years of proven sourcing experience.graduate /post graduate with experience in procurement domain.ability to negotiate the msa, services level agreement and general terms and condition.track record of leading tenders with a value over 500k each and delivering 20% + savings.work in global organisations and within a matrix structure .fluent english written and oral is essential.advanced pc skills including excel, word, powerpoint.experience in analysis and problem resolution.ariba or on-line procurement tools (preferred not essential) .procurement certification like cips or ism ( preferred not essential).proven ability and experience with managing uk and or us stakeholders up to director level is essential.team player with strong customer service skills.demonstrate flexibility in style and approach to problem solving.strong analytical and organisation skillsability to work to tight deadlines.able to work on multiple assignments.individual contributorif you would like to be a part of our team, please forward your cv at nidhi.negi@ngahr.com with respective job code as subject line and answer to following questions1. current ctc & expected ctc :2. notice period:3. willingness to relocate to kochi or hyderabad: yes/no4. why are you looking out for change from present organization: education- ug: any graduate - any specialization company profile: nga hr india pvt ltd nga hr india pvt ltd nga hr india pvt ltd nga human resources is a global leader in helping organizations transform their business-critical hr operations to deliver more effective and efficient people-critical services. we help our clients become better employers through smarter, more streamlined business processes - to save money, manage employee life cycles, and support globally connected, agile organizations. this is how nga makes hr work. what sets us apart is the nga advantage. it's a combination of deep hr experience and insight, advanced technology platforms and applications and a global portfolio of flexible service delivery options. nga is uniquely positioned to help hr leaders realize the true value of workforce management. we combine a focus on customer value with many years of experience in hr consulting, hr outsourcing and hr technology. this is the core of our business and why we are recognized as a leader in the global hr solutions market. our 8,500 employees are dedicated to delivering excellence through hr consulting, hr outsourcing and hr technology. as a recognized global hr services leader, we have offices in 35 countries on five continents, supporting customers in more than 100 countries. over 1,000 erp-based hr implementations globally 3,000 large enterprise customers 10,000 small and medium customers over 20% of fortune global 500 companies serviced offices in 35 countries on five continents hr and payroll services delivered in more than 100 countries 30% of uk working population are paid by nga's solutions totalling 54 million payslips produced per annum servicing 19 million uk workers. download ppt photo 1   view contact details",211216004374,"Kochi, Hyderabad",Global IT Procurement Manager,1.0,As per industry standards,2016-12-22 18:18:55 +0000,www.naukri.com,Supply Chain,75416edc0eacbda6336c6d8da7178605
Quadrangle Search,"UG: Any Graduate - Any Specialization PG:MBA/PGDM - Any Specialization, HR/Industrial Relations",9 - 14 yrs,Banking / Financial Services / Broking,"job description   send me jobs like this 1.total 10+ years of experience 2.must have handled volume hiring 3.must have handled head hunting & senior level hiring 4.must have used social media extensively for hiring 5.very good at communication skills, business understanding & relationship management 6.preferably from bfsi, retail, telecom & ites industry. 7.must be very good at analysis & mi salary: not disclosed by recruiter industry: banking / financial services / broking functional area: hr , recruitment , administration , ir role category:hr/ recruitment / ir role:recruitment manager keyskills recruitment head hunting volume hiring senior level hiring desired candidate profile please refer to the job description above education- ug: any graduate - any specialization pg:mba/pgdm - any specialization, hr/industrial relations company profile: quadrangle search an exciting organization with multidisciplinary experts and an established client base, extending over 100 companies across geographies. our assurance of seamless service and dedicated approach has been a backbone of key account partnerships over the years. download ppt photo 1   view contact details",121216000425,Hyderabad,Manager â€“ Recruitment,1.0,Not Disclosed by Recruiter,2016-12-23 18:18:55 +0000,www.naukri.com,HR,07cd3d63a746b0551a6a711404dce8d8
Future Point technologies hiring for Nipun Net Solutions Pvt Ltd,"UG: Diploma - Any Specialization, Electrical, Electronics/Telecommunication PG:Post Graduation Not Required Doctorate:Doctorate Not Required",0 - 2 yrs,IT-Software / Software Services,"job description   send me jobs like this perform installations, removals and audits for the gps units. check antenna revision, condition and snr level, verify correct wiring, system time and location, determine start- up condition and repair as necessary; check for current instruction cards salary:inr 1,25,000 - 3,75,000 p.a industry: it-software / software services functional area: production , manufacturing , maintenance role category:production/manufacturing/maintenance role:project manager-production/manufacturing/maintenance keyskills gps vehicle tracking desired candidate profile please refer to the job description above education- ug: diploma - any specialization, electrical, electronics/telecommunication pg:post graduation not required doctorate:doctorate not required company profile: future point technologies nipun net solutions pvt ltd condition and repair as necessary; check for current instruction cards and software version, and upgrade hardware/ software as applicable download ppt photo 1   view contact details",221216001905,"Hyderabad, Visakhapatnam, Vijayawada",Diploma with GPS Experience,2.0,"1,25,000 - 3,75,000 P.A",2016-12-22 18:18:55 +0000,www.naukri.com,Production,da1537121e824cd47aef43fbd73eb43d
Leading NBFC in India,UG: Any Graduate - Any Specialization,1 - 6 yrs,Banking / Financial Services / Broking,"job description   send me jobs like this greetings from pace recruitment!!! urgent opening for credit manager / credit officer (only female) @ trichi(1), hyderabad(1) with profit nbfc. position : assistant credit manager for more details kindly visit the below link http://bit.ly/2ieb4lu salary:inr 2,25,000 - 4,50,000 p.a industry: banking / financial services / broking functional area: accounts , finance , tax , company secretary , audit role category:finance/audit role:credit/control manager keyskills credit management risk management credit risk management under writer credit officer risk officer credit processing desired candidate profile please refer to the job description above education- ug: any graduate - any specialization company profile: leading nbfc in india it is a registered profit nbfc dedicated to building a high quality loan portfolio of creditworthy private budget schools as clients. we are focused exclusively on the k-10 un-aided private schools. download ppt photo 1   view contact details",221216003917,"Trichy, Hyderabad","Credit Manager / Credit Officer (only Female) @ Trichi(1),hyderabad(1)",2.0,"2,25,000 - 4,50,000 P.A",2016-12-22 18:18:55 +0000,www.naukri.com,Accounts,110786b986813c825a0b9da0bd6099a3
Cool Trip Vacations,"UG: Any Graduate - Any Specialization, B.Tech/B.E. - Any Specialization, Diploma - Any Specialization, B.Sc - Any Specialization, B.Com - Commerce PG:Any Postgraduate, MBA/PGDM - Any Specialization, M.Tech - Any Specialization, MCA - Computers, MS/M.Sc(Science) - Any Specialization Doctorate:Any Doctorate - Any Specialization",0 - 5 yrs,Travel / Hotels / Restaurants / Airlines / Railways,"job description   send me jobs like this cool trip vacations is an iso certified tourism based company need candidates for part time /work from home who spend 2-3 hrs on daily basis and earn weekly. no target and no time boundation kindly contact 9873399230 whats app (senior hr) salary:inr 3,00,000 - 5,00,000 p.a industry: travel / hotels / restaurants / airlines / railways functional area: executive assistant , front office , data entry role category:other role:stenographer/data entry operator keyskills part time work from home wfh freelance home based btech mba ba bcom bca bbm bba be it software - e - commerce mcom home based job medical doctors nurse housewive receptionist graduate postgraduate desired candidate profile please refer to the job description above education- ug: any graduate - any specialization, b.tech/b.e. - any specialization, diploma - any specialization, b.sc - any specialization, b.com - commerce pg:any postgraduate, mba/pgdm - any specialization, m.tech - any specialization, mca - computers, ms/m.sc(science) - any specialization doctorate:any doctorate - any specialization company profile: cool trip vacations cool trip vacations is a tourism company which provide all kind of tourism services all over the world on very best price in market. we have hotel bookings, tour packages, flights tickets, taxi and volvo bus services domestic and international level. download ppt photo 1   view contact details",231216002969,"Bengaluru, Hyderabad, Mumbai","Online Simple Part Time,home Based Jobs /part TIME (9873399230)",1000.0,"3,00,000 - 5,00,000 P.A",2016-12-23 18:18:55 +0000,www.naukri.com,Executive Assistant,0eff03583cbbe5fda62a0d65d3b1563b
